date	away_team	home_team	strike	yes_price	trade_time	has_10am_price	api_failed
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	3.5	0.93	2026-03-26T16:10:54.098255Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	4.5	0.89	2026-03-26T16:47:22.516389Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	5.5	0.79	2026-03-26T16:15:32.727162Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	6.5	0.73	2026-03-26T16:41:55.664091Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	7.5	0.63	2026-03-26T16:07:50.324131Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	8.5	0.55	2026-03-26T16:56:47.299974Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	9.5	0.42	2026-03-26T16:47:36.634638Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	10.5	0.35	2026-03-26T15:43:20.988579Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	11.5	0.26	2026-03-26T14:20:00.806317Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	12.5			False	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	13.5	0.15	2026-03-26T16:15:10.747759Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	2.5	0.93	2026-03-26T16:54:05.745282Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	3.5	0.89	2026-03-26T16:21:38.001947Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	4.5	0.84	2026-03-26T15:26:28.034293Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	5.5	0.72	2026-03-26T15:26:35.726503Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	6.5	0.66	2026-03-26T16:53:54.000655Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	7.5	0.53	2026-03-26T16:48:09.152372Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	8.5	0.47	2026-03-26T16:57:09.604289Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	9.5	0.34	2026-03-26T16:46:52.334642Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	10.5	0.29	2026-03-26T16:54:06.828628Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	11.5	0.19	2026-03-26T14:20:00.419084Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	12.5	0.15	2026-03-26T14:20:01.363505Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	2.5	0.97	2026-03-26T15:36:39.178271Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	3.5	0.87	2026-03-26T14:35:15.841992Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	4.5	0.82	2026-03-26T15:58:55.333649Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	5.5	0.71	2026-03-26T16:24:16.21084Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	6.5	0.64	2026-03-26T16:59:10.335321Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	7.5	0.51	2026-03-26T16:58:33.308756Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	8.5	0.43	2026-03-26T16:59:42.004689Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	9.5	0.34	2026-03-26T16:46:12.749461Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	10.5	0.28	2026-03-26T16:27:22.850712Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	11.5	0.19	2026-03-26T03:58:38.125195Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	12.5	0.16	2026-03-26T15:49:49.816932Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	0.5	0.98	2026-03-26T05:53:40.119941Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	1.5	0.95	2026-03-26T15:08:50.917993Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	2.5	0.92	2026-03-26T16:38:24.198944Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	3.5	0.82	2026-03-26T16:40:55.876926Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	4.5	0.78	2026-03-26T14:34:55.959475Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	5.5	0.63	2026-03-26T16:28:27.202689Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	6.5	0.53	2026-03-26T16:54:34.962457Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	7.5	0.4	2026-03-26T16:48:08.844912Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	8.5	0.32	2026-03-26T16:33:13.607515Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	9.5	0.21	2026-03-26T14:19:59.737252Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	10.5	0.18	2026-03-26T15:27:03.982299Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	1.5	0.96	2026-03-26T14:49:24.001912Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	2.5	0.94	2026-03-26T15:23:01.378073Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	3.5	0.85	2026-03-26T16:06:43.200685Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	4.5	0.76	2026-03-26T16:32:46.400326Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	5.5	0.66	2026-03-26T14:25:27.683815Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	6.5	0.54	2026-03-26T16:56:27.912817Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	7.5	0.42	2026-03-26T16:59:03.683225Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	8.5	0.34	2026-03-26T16:29:59.643822Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	9.5	0.24	2026-03-26T12:46:09.63774Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	10.5	0.37	2026-03-26T00:22:18.511571Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	11.5	0.13	2026-03-26T16:19:44.650733Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	2.5	0.95	2026-03-26T15:08:51.655073Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	3.5	0.87	2026-03-26T04:30:57.836474Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	4.5	0.83	2026-03-26T16:44:54.477623Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	5.5	0.76	2026-03-26T16:50:26.950519Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	6.5	0.65	2026-03-26T16:45:27.710626Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	7.5	0.52	2026-03-26T16:59:17.08901Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	8.5	0.45	2026-03-26T16:50:14.027693Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	9.5	0.35	2026-03-26T16:51:43.797002Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	10.5			False	False
2026-03-26	Los Angeles Angels	Houston Astros	11.5			False	False
2026-03-26	Los Angeles Angels	Houston Astros	12.5			False	False
2026-03-26	Minnesota Twins	Baltimore Orioles	2.5	0.96	2026-03-26T16:54:58.723471Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	3.5	0.9	2026-03-26T15:30:59.697917Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	4.5	0.86	2026-03-26T16:23:12.977484Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	5.5	0.76	2026-03-26T16:15:01.630167Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	6.5	0.68	2026-03-26T16:36:09.00358Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	7.5	0.58	2026-03-26T16:48:53.553889Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	8.5	0.5	2026-03-26T16:57:53.837434Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	9.5	0.38	2026-03-26T16:53:53.06987Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	10.5	0.33	2026-03-26T16:17:18.86017Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	11.5	0.22	2026-03-26T16:19:53.387759Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	12.5	0.17	2026-03-26T16:17:34.150086Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	0.5	0.98	2026-03-26T00:51:18.981714Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	1.5	0.99	2026-03-26T16:27:44.802375Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	2.5	0.97	2026-03-26T16:51:52.776539Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	3.5	0.85	2026-03-26T16:56:50.509573Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	4.5	0.78	2026-03-26T16:57:32.899957Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	5.5	0.67	2026-03-26T16:59:19.522173Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	6.5	0.59	2026-03-26T16:59:33.73469Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	7.5	0.44	2026-03-26T16:59:53.361194Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	8.5	0.36	2026-03-26T16:59:12.854186Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	9.5	0.26	2026-03-26T16:59:10.82052Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	10.5	0.22	2026-03-26T16:58:51.226569Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	11.5			False	False
2026-03-26	Pittsburgh Pirates	New York Mets	12.5			False	False
2026-03-26	Pittsburgh Pirates	New York Mets	13.5			False	False
2026-03-26	Pittsburgh Pirates	New York Mets	14.5			False	False
2026-03-26	Pittsburgh Pirates	New York Mets	15.5			False	False
2026-03-26	Pittsburgh Pirates	New York Mets	16.5			False	False
2026-03-26	Pittsburgh Pirates	New York Mets	17.5			False	False
2026-03-26	Pittsburgh Pirates	New York Mets	18.5			False	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	1.5	0.97	2026-03-26T16:45:19.08926Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	2.5	0.95	2026-03-26T15:58:35.365878Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	3.5	0.87	2026-03-26T16:49:37.329902Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	4.5	0.83	2026-03-26T16:10:06.378874Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	5.5	0.71	2026-03-26T15:29:47.951975Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	6.5	0.65	2026-03-26T16:37:09.569619Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	7.5	0.55	2026-03-26T16:55:33.968798Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	8.5	0.45	2026-03-26T16:49:13.570271Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	9.5	0.35	2026-03-26T15:32:09.331915Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	10.5	0.2	2026-03-26T00:31:01.685495Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	11.5	0.17	2026-03-26T03:34:31.966927Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	2.5	0.95	2026-03-26T15:52:54.47227Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	3.5	0.88	2026-03-26T16:43:08.908324Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	4.5	0.83	2026-03-26T16:20:43.82287Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	5.5	0.74	2026-03-26T15:06:45.497229Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	6.5	0.65	2026-03-26T16:49:09.553773Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	7.5	0.54	2026-03-26T16:52:09.80637Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	8.5	0.46	2026-03-26T16:55:18.772817Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	9.5	0.34	2026-03-26T16:51:34.405567Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	10.5			False	False
2026-03-26	Texas Rangers	Philadelphia Phillies	11.5	0.17	2026-03-26T04:22:07.728024Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	12.5			False	False
2026-03-26	Washington Nationals	Chicago Cubs	3.5	0.86	2026-03-26T15:29:52.000323Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	4.5	0.8	2026-03-26T16:24:31.134164Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	5.5	0.67	2026-03-26T15:37:53.711274Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	6.5	0.56	2026-03-26T16:52:47.07618Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	7.5	0.42	2026-03-26T16:57:46.620645Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	8.5	0.38	2026-03-26T16:48:44.694021Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	9.5	0.28	2026-03-26T16:50:52.204696Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	10.5	0.2	2026-03-26T15:57:36.728226Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	11.5	0.16	2026-03-26T15:30:57.560371Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	12.5	0.11	2026-03-26T15:33:20.380604Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	13.5	0.11	2026-03-26T12:42:06.703008Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	14.5			False	False
2026-03-26	Washington Nationals	Chicago Cubs	15.5			False	False
2026-03-26	Washington Nationals	Chicago Cubs	16.5			False	False
2026-03-26	Washington Nationals	Chicago Cubs	17.5			False	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	2.5	0.96	2026-03-27T16:53:50.261727Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	3.5	0.93	2026-03-27T13:25:40.601566Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	4.5	0.87	2026-03-27T14:27:05.49694Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	5.5	0.77	2026-03-27T15:12:25.305455Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	6.5	0.69	2026-03-27T16:08:52.443832Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	7.5	0.59	2026-03-27T16:39:31.199903Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	8.5	0.53	2026-03-27T16:59:17.160466Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	9.5	0.42	2026-03-27T16:08:24.835275Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	10.5			False	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	11.5			False	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	12.5	0.19	2026-03-27T08:55:09.114676Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	3.5	0.92	2026-03-27T16:57:56.034495Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	4.5	0.88	2026-03-27T16:43:03.242717Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	5.5	0.78	2026-03-27T15:50:38.69658Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	6.5	0.72	2026-03-27T16:57:36.154018Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	7.5	0.59	2026-03-27T16:09:03.332854Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	8.5	0.52	2026-03-27T16:59:33.58146Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	9.5	0.4	2026-03-27T16:55:19.185277Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	10.5	0.33	2026-03-27T16:56:11.289965Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	11.5	0.24	2026-03-27T15:55:44.577227Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	12.5	0.17	2026-03-27T13:51:52.372463Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	13.5	0.14	2026-03-27T14:41:04.313715Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	1.5	0.97	2026-03-27T15:03:06.762844Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	2.5	0.94	2026-03-27T15:00:58.082285Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	3.5	0.85	2026-03-27T16:34:41.03044Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	4.5	0.75	2026-03-27T15:34:14.863778Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	5.5	0.65	2026-03-27T14:57:42.61699Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	6.5	0.55	2026-03-27T16:55:07.550562Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	7.5	0.41	2026-03-27T16:58:49.624166Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	8.5	0.36	2026-03-27T11:42:26.585061Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	9.5	0.26	2026-03-27T16:17:38.998943Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	10.5	0.21	2026-03-27T08:37:55.909676Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	11.5	0.13	2026-03-27T13:51:50.232322Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	1.5	0.98	2026-03-27T15:03:09.397918Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	2.5	0.95	2026-03-27T15:29:10.315125Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	3.5	0.87	2026-03-27T16:47:17.182891Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	4.5	0.83	2026-03-27T13:54:48.573947Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	5.5	0.73	2026-03-27T16:08:24.204725Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	6.5	0.64	2026-03-27T16:36:36.769279Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	7.5	0.53	2026-03-27T16:59:47.947013Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	8.5	0.43	2026-03-27T16:08:14.823831Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	9.5	0.33	2026-03-27T14:35:33.478255Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	10.5	0.21	2026-03-27T01:47:32.653217Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	11.5	0.17	2026-03-27T03:02:02.791247Z	True	False
2026-03-27	Detroit Tigers	San Diego Padres	1.5			False	False
2026-03-27	Detroit Tigers	San Diego Padres	2.5			False	False
2026-03-27	Detroit Tigers	San Diego Padres	3.5			False	False
2026-03-27	Detroit Tigers	San Diego Padres	4.5			False	False
2026-03-27	Detroit Tigers	San Diego Padres	5.5			False	False
2026-03-27	Detroit Tigers	San Diego Padres	6.5			False	False
2026-03-27	Detroit Tigers	San Diego Padres	7.5			False	False
2026-03-27	Detroit Tigers	San Diego Padres	8.5			False	False
2026-03-27	Detroit Tigers	San Diego Padres	9.5			False	False
2026-03-27	Detroit Tigers	San Diego Padres	10.5			False	False
2026-03-27	Detroit Tigers	San Diego Padres	11.5			False	False
2026-03-27	Kansas City Royals	Atlanta Braves	1.5	0.97	2026-03-27T15:03:08.087013Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	2.5	0.94	2026-03-26T23:13:03.147653Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	3.5	0.87	2026-03-27T01:32:15.815011Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	4.5	0.82	2026-03-27T10:37:32.720162Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	5.5	0.68	2026-03-27T16:01:21.961253Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	6.5	0.59	2026-03-27T15:20:59.889764Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	7.5	0.48	2026-03-27T16:59:59.059278Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	8.5	0.38	2026-03-27T16:53:58.734246Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	9.5	0.28	2026-03-27T16:12:20.144494Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	10.5	0.21	2026-03-27T13:04:14.040964Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	11.5	0.16	2026-03-27T15:37:39.226604Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	2.5	0.94	2026-03-27T16:31:02.01193Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	3.5	0.92	2026-03-27T13:32:47.245647Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	4.5	0.87	2026-03-27T16:40:46.415799Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	5.5	0.74	2026-03-27T13:24:19.780733Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	6.5	0.71	2026-03-27T16:08:40.194953Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	7.5	0.59	2026-03-27T16:57:05.036268Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	8.5	0.52	2026-03-27T16:59:26.853312Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	9.5	0.4	2026-03-27T15:39:30.593223Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	10.5	0.35	2026-03-27T15:15:00.208369Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	11.5			False	False
2026-03-27	Los Angeles Angels	Houston Astros	12.5	0.19	2026-03-27T13:51:49.51295Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	1.5	0.97	2026-03-27T15:12:57.453116Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	2.5	0.98	2026-03-27T14:16:51.593117Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	3.5	0.5	2026-03-27T05:42:15.786269Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	4.5	0.84	2026-03-27T16:42:44.405755Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	5.5	0.76	2026-03-27T16:56:11.445071Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	6.5	0.67	2026-03-27T16:55:04.88885Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	7.5	0.57	2026-03-27T16:59:35.885875Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	8.5	0.49	2026-03-27T16:59:19.026854Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	9.5	0.35	2026-03-27T16:45:25.161125Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	10.5	0.31	2026-03-27T16:08:44.702854Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	11.5	0.23	2026-03-27T16:52:36.552691Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	2.5	0.95	2026-03-28T11:26:38.580054Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	3.5	0.92	2026-03-28T14:20:05.154676Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	4.5	0.89	2026-03-28T15:58:33.509694Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	5.5	0.8	2026-03-28T13:28:46.265631Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	6.5	0.74	2026-03-28T16:56:26.873248Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	7.5	0.63	2026-03-28T16:43:52.234534Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	8.5	0.54	2026-03-28T16:56:49.714978Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	9.5	0.43	2026-03-28T16:28:51.891043Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	10.5	0.35	2026-03-28T05:19:44.550312Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	11.5	0.26	2026-03-28T09:27:30.388948Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	12.5	0.18	2026-03-28T13:08:58.164781Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	2.5	0.95	2026-03-28T10:39:08.400412Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	3.5	0.92	2026-03-28T16:25:26.8823Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	4.5	0.87	2026-03-28T16:54:22.249913Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	5.5	0.76	2026-03-28T15:15:37.564921Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	6.5	0.68	2026-03-28T16:56:22.792879Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	7.5	0.58	2026-03-28T16:52:24.964931Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	8.5	0.49	2026-03-28T16:59:40.752466Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	9.5	0.37	2026-03-28T16:37:21.307673Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	10.5	0.32	2026-03-28T15:28:25.038407Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	11.5	0.21	2026-03-28T14:44:49.347459Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	12.5	0.19	2026-03-28T16:21:01.79036Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	2.5	0.95	2026-03-28T01:10:22.287076Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	3.5	0.88	2026-03-28T07:12:19.683236Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	4.5	0.83	2026-03-28T13:25:05.679389Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	5.5	0.73	2026-03-28T14:52:12.666095Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	6.5	0.64	2026-03-28T15:58:34.957247Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	7.5	0.5	2026-03-28T16:57:06.796373Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	8.5	0.41	2026-03-28T16:59:14.655348Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	9.5	0.34	2026-03-28T15:24:08.185772Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	10.5	0.25	2026-03-28T00:42:40.932191Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	11.5	0.28	2026-03-27T22:15:52.790688Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	12.5	0.16	2026-03-28T16:58:41.618885Z	True	False
2026-03-28	Chicago White Sox	Milwaukee Brewers	2.5	0.96	2026-03-28T04:59:05.66058Z	True	False
2026-03-28	Chicago White Sox	Milwaukee Brewers	3.5	0.89	2026-03-28T04:59:05.660219Z	True	False
2026-03-28	Chicago White Sox	Milwaukee Brewers	4.5	0.86	2026-03-28T13:26:43.406888Z	True	False
2026-03-28	Chicago White Sox	Milwaukee Brewers	5.5	0.76	2026-03-28T07:33:21.110339Z	True	False
2026-03-28	Chicago White Sox	Milwaukee Brewers	6.5	0.69	2026-03-28T07:33:29.026129Z	True	False
2026-03-28	Chicago White Sox	Milwaukee Brewers	7.5	0.57	2026-03-28T16:04:10.370955Z	True	False
2026-03-28	Chicago White Sox	Milwaukee Brewers	8.5	0.47	2026-03-28T16:58:12.60061Z	True	False
2026-03-28	Chicago White Sox	Milwaukee Brewers	9.5	0.38	2026-03-28T16:50:45.17524Z	True	False
2026-03-28	Chicago White Sox	Milwaukee Brewers	10.5			False	False
