date	away_team	home_team	strike	yes_price	trade_time	has_closing_price	api_failed
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	3.5	0.97	2026-03-27T00:03:55.593858Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	4.5	0.88	2026-03-26T23:53:07.40839Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	5.5	0.8	2026-03-27T00:08:46.94215Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	6.5	0.73	2026-03-27T00:22:54.679999Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	7.5	0.64	2026-03-27T00:17:23.814612Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	8.5	0.54	2026-03-27T00:24:59.526912Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	9.5	0.44	2026-03-27T00:24:55.898824Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	10.5	0.37	2026-03-26T23:54:42.138258Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	11.5	0.26	2026-03-27T00:14:26.621211Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	12.5	0.21	2026-03-27T00:05:34.803016Z	True	False
2026-03-26	Arizona Diamondbacks	Los Angeles Dodgers	13.5	0.16	2026-03-26T23:51:26.246944Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	2.5	0.97	2026-03-26T19:59:31.420281Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	3.5	0.9	2026-03-26T19:15:58.66763Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	4.5	0.85	2026-03-26T19:54:17.417591Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	5.5	0.73	2026-03-26T20:01:04.971492Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	6.5	0.68	2026-03-26T20:03:47.510674Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	7.5	0.55	2026-03-26T20:04:57.148358Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	8.5	0.47	2026-03-26T20:04:23.931338Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	9.5	0.36	2026-03-26T19:52:32.629679Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	10.5	0.29	2026-03-26T16:54:06.828628Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	11.5	0.24	2026-03-26T19:19:47.633426Z	True	False
2026-03-26	Boston Red Sox	Cincinnati Reds	12.5	0.17	2026-03-26T20:04:34.391178Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	2.5	0.99	2026-03-26T17:37:34.223637Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	3.5	0.9	2026-03-26T18:01:52.815022Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	4.5	0.83	2026-03-26T18:00:55.068132Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	5.5	0.71	2026-03-26T18:01:34.764915Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	6.5	0.64	2026-03-26T17:59:18.370695Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	7.5	0.52	2026-03-26T18:04:35.610024Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	8.5	0.42	2026-03-26T18:04:49.243914Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	9.5	0.33	2026-03-26T18:03:43.045263Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	10.5	0.29	2026-03-26T17:54:10.408895Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	11.5	0.2	2026-03-26T17:49:01.772803Z	True	False
2026-03-26	Chicago White Sox	Milwaukee Brewers	12.5	0.15	2026-03-26T18:00:46.610338Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	0.5	0.98	2026-03-26T05:53:40.119941Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	1.5	0.97	2026-03-26T23:32:35.258042Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	2.5	0.93	2026-03-26T18:53:36.295652Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	3.5	0.79	2026-03-27T02:03:51.700765Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	4.5	0.76	2026-03-27T02:01:02.190334Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	5.5	0.62	2026-03-27T02:04:35.366844Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	6.5	0.51	2026-03-27T02:04:56.512464Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	7.5	0.39	2026-03-27T02:03:42.714039Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	8.5	0.33	2026-03-27T02:03:06.40072Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	9.5	0.24	2026-03-27T01:35:51.360073Z	True	False
2026-03-26	Cleveland Guardians	Seattle Mariners	10.5	0.19	2026-03-27T02:03:31.427033Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	1.5	0.97	2026-03-26T20:01:09.374566Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	2.5	0.94	2026-03-26T15:23:01.378073Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	3.5	0.85	2026-03-26T20:04:54.447263Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	4.5	0.78	2026-03-26T20:01:38.011788Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	5.5	0.65	2026-03-26T20:03:12.954852Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	6.5	0.56	2026-03-26T20:04:59.463536Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	7.5	0.43	2026-03-26T20:03:48.60196Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	8.5	0.34	2026-03-26T19:57:27.927314Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	9.5	0.24	2026-03-26T12:46:09.63774Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	10.5	0.37	2026-03-26T00:22:18.511571Z	True	False
2026-03-26	Detroit Tigers	San Diego Padres	11.5	0.13	2026-03-26T16:19:44.650733Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	2.5	0.96	2026-03-26T20:00:03.011432Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	3.5	0.87	2026-03-26T04:30:57.836474Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	4.5	0.84	2026-03-26T19:31:02.242716Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	5.5	0.76	2026-03-26T19:10:05.302315Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	6.5	0.66	2026-03-26T20:02:51.793663Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	7.5	0.56	2026-03-26T20:02:37.574096Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	8.5	0.47	2026-03-26T20:03:48.510918Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	9.5	0.36	2026-03-26T19:52:13.154735Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	10.5			False	False
2026-03-26	Los Angeles Angels	Houston Astros	11.5	0.21	2026-03-26T17:50:54.738828Z	True	False
2026-03-26	Los Angeles Angels	Houston Astros	12.5	0.16	2026-03-26T17:04:53.40878Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	2.5	0.96	2026-03-26T18:49:20.383679Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	3.5	0.9	2026-03-26T15:30:59.697917Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	4.5	0.87	2026-03-26T18:56:54.741589Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	5.5	0.78	2026-03-26T18:47:37.00879Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	6.5	0.67	2026-03-26T18:57:44.421477Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	7.5	0.58	2026-03-26T18:57:05.672587Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	8.5	0.5	2026-03-26T18:59:31.833538Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	9.5	0.39	2026-03-26T18:56:46.887883Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	10.5	0.31	2026-03-26T18:55:12.297045Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	11.5	0.21	2026-03-26T17:48:25.192013Z	True	False
2026-03-26	Minnesota Twins	Baltimore Orioles	12.5	0.18	2026-03-26T18:54:43.772055Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	0.5	0.98	2026-03-26T00:51:18.981714Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	1.5	0.99	2026-03-26T16:27:44.802375Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	2.5	0.97	2026-03-26T17:00:31.029424Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	3.5	0.85	2026-03-26T17:09:49.602346Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	4.5	0.79	2026-03-26T17:00:17.318425Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	5.5	0.66	2026-03-26T17:03:23.54334Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	6.5	0.58	2026-03-26T17:09:13.797048Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	7.5	0.45	2026-03-26T17:09:34.079802Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	8.5	0.35	2026-03-26T17:09:22.460503Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	9.5	0.26	2026-03-26T17:09:47.732693Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	10.5	0.22	2026-03-26T17:02:31.245382Z	True	False
2026-03-26	Pittsburgh Pirates	New York Mets	11.5			False	False
2026-03-26	Pittsburgh Pirates	New York Mets	12.5			False	False
2026-03-26	Pittsburgh Pirates	New York Mets	13.5			False	False
2026-03-26	Pittsburgh Pirates	New York Mets	14.5			False	False
2026-03-26	Pittsburgh Pirates	New York Mets	15.5			False	False
2026-03-26	Pittsburgh Pirates	New York Mets	16.5			False	False
2026-03-26	Pittsburgh Pirates	New York Mets	17.5			False	False
2026-03-26	Pittsburgh Pirates	New York Mets	18.5			False	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	1.5	0.98	2026-03-26T19:16:04.593267Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	2.5	0.97	2026-03-26T19:16:27.93824Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	3.5	0.89	2026-03-26T18:43:28.210046Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	4.5	0.85	2026-03-26T19:50:02.954098Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	5.5	0.75	2026-03-26T20:02:05.669614Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	6.5	0.67	2026-03-26T19:55:03.862495Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	7.5	0.57	2026-03-26T20:09:29.842572Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	8.5	0.48	2026-03-26T20:07:23.487579Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	9.5	0.36	2026-03-26T18:26:55.474083Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	10.5	0.3	2026-03-26T20:05:22.207858Z	True	False
2026-03-26	Tampa Bay Rays	St. Louis Cardinals	11.5	0.21	2026-03-26T20:06:31.524445Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	2.5	0.93	2026-03-26T18:28:27.632847Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	3.5	0.89	2026-03-26T17:55:07.906641Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	4.5	0.85	2026-03-26T19:56:36.22386Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	5.5	0.75	2026-03-26T19:46:42.506674Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	6.5	0.69	2026-03-26T20:09:40.125069Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	7.5	0.55	2026-03-26T20:06:27.55016Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	8.5	0.47	2026-03-26T20:09:44.396177Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	9.5	0.35	2026-03-26T18:48:02.580499Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	10.5			False	False
2026-03-26	Texas Rangers	Philadelphia Phillies	11.5	0.17	2026-03-26T04:22:07.728024Z	True	False
2026-03-26	Texas Rangers	Philadelphia Phillies	12.5	0.17	2026-03-26T20:01:56.770387Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	3.5	0.85	2026-03-26T18:14:44.115929Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	4.5	0.79	2026-03-26T18:05:59.769986Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	5.5	0.64	2026-03-26T18:11:58.421987Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	6.5	0.54	2026-03-26T18:14:56.047967Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	7.5	0.41	2026-03-26T18:14:13.875774Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	8.5	0.34	2026-03-26T18:13:21.285613Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	9.5	0.27	2026-03-26T18:14:15.992478Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	10.5	0.2	2026-03-26T17:50:01.025464Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	11.5	0.15	2026-03-26T17:50:01.102619Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	12.5	0.11	2026-03-26T15:33:20.380604Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	13.5	0.08	2026-03-26T17:35:47.794074Z	True	False
2026-03-26	Washington Nationals	Chicago Cubs	14.5			False	False
2026-03-26	Washington Nationals	Chicago Cubs	15.5			False	False
2026-03-26	Washington Nationals	Chicago Cubs	16.5			False	False
2026-03-26	Washington Nationals	Chicago Cubs	17.5			False	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	2.5	0.97	2026-03-28T01:51:32.580783Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	3.5	0.94	2026-03-28T01:18:03.809117Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	4.5	0.88	2026-03-28T01:43:36.175662Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	5.5	0.81	2026-03-28T01:52:17.663279Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	6.5	0.73	2026-03-28T01:50:57.813992Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	7.5	0.64	2026-03-28T02:01:52.657772Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	8.5	0.55	2026-03-28T02:04:43.871363Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	9.5	0.45	2026-03-28T02:04:57.803276Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	10.5	0.37	2026-03-28T01:46:21.197522Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	11.5	0.28	2026-03-28T02:02:37.285909Z	True	False
2026-03-27	Arizona Diamondbacks	Los Angeles Dodgers	12.5	0.23	2026-03-28T01:55:06.261693Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	3.5	0.95	2026-03-27T22:58:12.189052Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	4.5	0.91	2026-03-27T21:46:18.513099Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	5.5	0.8	2026-03-27T22:58:15.972348Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	6.5	0.72	2026-03-27T22:58:30.400103Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	7.5	0.62	2026-03-27T22:59:01.461966Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	8.5	0.53	2026-03-27T23:01:51.992031Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	9.5	0.43	2026-03-27T23:01:43.737317Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	10.5	0.35	2026-03-27T22:44:00.200622Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	11.5	0.23	2026-03-27T22:37:17.154652Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	12.5	0.19	2026-03-27T22:24:00.530101Z	True	False
2026-03-27	Athletics	Toronto Blue Jays	13.5	0.16	2026-03-27T22:44:52.906296Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	1.5	0.96	2026-03-28T00:49:07.257503Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	2.5	0.94	2026-03-27T20:35:23.605433Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	3.5	0.85	2026-03-28T00:27:26.350067Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	4.5	0.77	2026-03-28T01:15:52.359725Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	5.5	0.65	2026-03-28T01:36:56.363293Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	6.5	0.55	2026-03-28T01:39:44.212909Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	7.5	0.41	2026-03-28T01:39:43.162013Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	8.5	0.34	2026-03-28T01:32:55.253007Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	9.5	0.24	2026-03-27T23:38:22.554952Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	10.5	0.2	2026-03-27T17:48:29.154674Z	True	False
2026-03-27	Cleveland Guardians	Seattle Mariners	11.5	0.14	2026-03-28T00:36:01.036563Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	1.5	0.98	2026-03-27T22:58:34.014858Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	2.5	0.95	2026-03-27T22:07:18.607068Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	3.5	0.89	2026-03-27T23:04:23.243897Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	4.5	0.82	2026-03-27T22:38:47.071136Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	5.5	0.74	2026-03-27T22:40:06.77841Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	6.5	0.65	2026-03-27T22:57:58.012521Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	7.5	0.55	2026-03-27T23:04:30.604148Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	8.5	0.44	2026-03-27T23:02:58.13987Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	9.5	0.33	2026-03-27T22:13:00.924711Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	10.5	0.28	2026-03-27T22:57:36.10767Z	True	False
2026-03-27	Colorado Rockies	Miami Marlins	11.5	0.21	2026-03-27T23:00:44.605332Z	True	False
2026-03-27	Detroit Tigers	San Diego Padres	1.5	0.97	2026-03-27T23:00:51.465526Z	True	False
2026-03-27	Detroit Tigers	San Diego Padres	2.5	0.94	2026-03-27T22:09:06.469183Z	True	False
2026-03-27	Detroit Tigers	San Diego Padres	3.5	0.87	2026-03-28T00:51:56.270517Z	True	False
2026-03-27	Detroit Tigers	San Diego Padres	4.5	0.81	2026-03-28T00:49:12.799897Z	True	False
2026-03-27	Detroit Tigers	San Diego Padres	5.5	0.67	2026-03-28T00:41:58.12482Z	True	False
2026-03-27	Detroit Tigers	San Diego Padres	6.5	0.61	2026-03-28T01:34:37.096167Z	True	False
2026-03-27	Detroit Tigers	San Diego Padres	7.5	0.48	2026-03-28T01:33:26.37791Z	True	False
2026-03-27	Detroit Tigers	San Diego Padres	8.5	0.4	2026-03-28T01:33:31.227221Z	True	False
2026-03-27	Detroit Tigers	San Diego Padres	9.5	0.3	2026-03-28T01:20:27.349696Z	True	False
2026-03-27	Detroit Tigers	San Diego Padres	10.5			False	False
2026-03-27	Detroit Tigers	San Diego Padres	11.5	0.17	2026-03-28T01:31:15.595563Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	1.5	0.97	2026-03-27T22:59:06.014142Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	2.5	0.94	2026-03-27T23:09:12.671872Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	3.5	0.88	2026-03-27T21:47:21.715299Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	4.5	0.83	2026-03-27T21:14:08.704494Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	5.5	0.71	2026-03-27T23:00:45.22677Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	6.5	0.64	2026-03-27T23:00:09.875346Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	7.5	0.5	2026-03-27T23:09:54.506925Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	8.5	0.41	2026-03-27T23:06:02.623849Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	9.5	0.31	2026-03-27T22:20:54.360619Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	10.5	0.25	2026-03-27T22:12:43.542436Z	True	False
2026-03-27	Kansas City Royals	Atlanta Braves	11.5	0.19	2026-03-27T22:40:02.153182Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	2.5	0.97	2026-03-27T23:53:24.55341Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	3.5	0.92	2026-03-27T23:02:38.73058Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	4.5	0.87	2026-03-27T23:44:59.864824Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	5.5	0.79	2026-03-27T23:59:23.682335Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	6.5	0.71	2026-03-28T00:02:39.704265Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	7.5	0.61	2026-03-28T00:05:58.191121Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	8.5	0.54	2026-03-28T00:09:41.620634Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	9.5	0.42	2026-03-28T00:07:35.68825Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	10.5	0.33	2026-03-27T22:45:30.844133Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	11.5	0.24	2026-03-27T20:50:02.742697Z	True	False
2026-03-27	Los Angeles Angels	Houston Astros	12.5	0.19	2026-03-27T23:42:03.396935Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	1.5	0.97	2026-03-27T20:25:28.42783Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	2.5	0.97	2026-03-27T20:00:05.511797Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	3.5	0.9	2026-03-27T20:09:41.728123Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	4.5	0.87	2026-03-27T20:28:27.947213Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	5.5	0.76	2026-03-27T20:24:44.836003Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	6.5	0.7	2026-03-27T20:27:50.33382Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	7.5	0.59	2026-03-27T20:29:33.51801Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	8.5	0.5	2026-03-27T20:29:56.276527Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	9.5	0.38	2026-03-27T20:29:00.774162Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	10.5	0.31	2026-03-27T20:26:23.599217Z	True	False
2026-03-27	New York Yankees	San Francisco Giants	11.5	0.23	2026-03-27T20:28:49.289415Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	2.5	0.97	2026-03-29T00:59:15.254971Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	3.5	0.93	2026-03-28T23:17:41.913672Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	4.5	0.88	2026-03-29T00:12:35.58549Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	5.5	0.79	2026-03-29T00:51:58.784364Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	6.5	0.71	2026-03-29T00:41:59.002928Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	7.5	0.61	2026-03-29T01:04:54.921908Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	8.5	0.52	2026-03-29T01:04:36.915372Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	9.5	0.41	2026-03-29T00:59:48.449025Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	10.5	0.35	2026-03-29T01:00:16.771238Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	11.5	0.26	2026-03-29T00:49:08.616495Z	True	False
2026-03-28	Arizona Diamondbacks	Los Angeles Dodgers	12.5	0.21	2026-03-29T00:54:49.988164Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	2.5	0.96	2026-03-28T17:44:16.770375Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	3.5	0.92	2026-03-28T17:50:18.087168Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	4.5	0.85	2026-03-28T18:51:00.331091Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	5.5	0.76	2026-03-28T18:45:24.761384Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	6.5	0.67	2026-03-28T18:50:16.54321Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	7.5	0.56	2026-03-28T19:01:44.109205Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	8.5	0.48	2026-03-28T19:01:38.567306Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	9.5	0.37	2026-03-28T18:08:01.234985Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	10.5	0.3	2026-03-28T19:00:20.270392Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	11.5	0.22	2026-03-28T18:47:59.998032Z	True	False
2026-03-28	Athletics	Toronto Blue Jays	12.5	0.17	2026-03-28T18:58:58.561236Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	2.5	0.84	2026-03-28T17:00:36.706768Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	3.5	0.76	2026-03-28T17:00:36.555238Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	4.5	0.81	2026-03-28T17:00:36.506801Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	5.5	0.72	2026-03-28T18:30:17.95713Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	6.5	0.62	2026-03-28T20:01:28.303281Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	7.5	0.51	2026-03-28T20:04:57.311879Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	8.5	0.41	2026-03-28T19:58:38.135071Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	9.5	0.31	2026-03-28T18:50:42.353186Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	10.5	0.25	2026-03-28T19:23:34.356483Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	11.5	0.18	2026-03-28T19:39:13.104107Z	True	False
2026-03-28	Boston Red Sox	Cincinnati Reds	12.5	0.15	2026-03-28T17:05:40.841863Z	True	False
2026-03-28	Chicago White Sox	Milwaukee Brewers	2.5	0.96	2026-03-28T21:22:00.933914Z	True	False
2026-03-28	Chicago White Sox	Milwaukee Brewers	3.5	0.89	2026-03-28T04:59:05.660219Z	True	False
